time,thigh_pitch_lt_deg,shank_pitch_lt_deg,contact_lt,foot_pitch_lt_deg,thigh_pitch_rt_deg,shank_pitch_rt_deg,contact_rt,foot_pitch_rt_deg,lumbar_flexion_deg,hip_flexion_lt_deg,knee_flexion_lt_deg,ankle_dorsiflexion_lt_deg,hip_flexion_rt_deg,knee_flexion_rt_deg,ankle_dorsiflexion_rt_deg
0,7.337747334,5.980910872,1000,-2.708708553,26.53830414,-34.4261952,0,-55.57263914,1.138456568,9.533744894,1.412618957,-8.23523445,30.21753635,63.91988876,-19.97471119
0.005,6.998801898,5.643599988,1000,-2.772404524,27.2179544,-33.50732062,0,-54.15222631,1.1569194,9.218127424,1.419231997,-7.976476128,30.90534021,63.59761835,-19.53536118
0.01,6.657015216,5.306848538,1000,-2.833392887,27.88407286,-32.55222246,0,-52.69124269,1.174228579,8.903245918,1.42424313,-7.715317341,31.57051933,63.21123033,-19.09509822
0.015,6.312423093,4.970501599,1000,-2.892042117,28.53573095,-31.55953133,0,-51.19113609,1.191127583,8.588402373,1.427751217,-7.452029068,32.21183522,62.76117668,-18.65517538
0.02,5.96509106,4.634396695,1000,-2.948722183,29.17182875,-30.52798273,0,-49.6532026,1.208367724,8.27285757,1.429871823,-7.186867084,32.8281496,62.24783374,-18.21670571
0.025,5.61508315,4.298366635,1000,-3.003798764,29.79112582,-29.45648509,0,-48.07866847,1.226638933,7.955895348,1.430705207,-6.920067979,33.4185173,61.67148763,-17.78075712
0.03,5.262457757,3.962246236,1000,-3.057631771,30.39227457,-28.3441455,0,-46.46875951,1.246497487,7.636907851,1.430322729,-6.651854193,33.98226466,61.03231624,-17.34844254
0.035,4.907279876,3.625878346,1000,-3.110577863,30.9738614,-27.19025959,0,-44.82474458,1.268290859,7.315485543,1.428768726,-6.382443227,34.51905396,60.33037489,-16.92098735
0.04,4.549639553,3.289120636,1000,-3.162989746,31.53444046,-25.99428774,0,-43.14795803,1.292095376,6.991485255,1.426068329,-6.112054673,35.0289018,59.56558,-16.49976564
0.045,4.189662753,2.951851253,1000,-3.215213865,32.07256262,-24.75583697,0,-41.43980674,1.317678166,6.665056653,1.42223121,-5.840914096,35.51215462,58.73770781,-16.08629988
0.05,3.827509741,2.613971603,1000,-3.267584213,32.58679876,-23.47465881,0,-39.7017604,1.344498242,6.336619104,1.417249224,-5.569251383,35.96942266,57.8464106,-15.68222005
0.055,3.463355226,2.275408912,1000,-3.320423984,33.07575999,-22.15065695,0,-37.93533053,1.371744853,6.006796661,1.411080237,-5.297304944,36.40149023,56.89124549,-15.28919738
0.06,3.09735777,1.936120718,1000,-3.374057231,33.5381158,-20.78390213,0,-36.14204365,1.398411143,5.676320538,1.403622504,-5.025337416,36.80920941,55.87171038,-14.90886528
0.065,2.729630796,1.59609741,1000,-3.428817513,33.97260351,-19.37464653,0,-34.32341042,1.42338394,5.345927399,1.394694855,-4.753645532,37.19339036,54.78727463,-14.54273793
0.07,2.360227282,1.255363917,1000,-3.485060798,34.37803329,-17.92332991,0,-32.48089025,1.445530316,5.016281553,1.384033263,-4.4825742,37.55470591,53.63740164,-14.19213443
0.075,1.989132871,0.913976224,1000,-3.543179306,34.75328449,-16.4305799,0,-30.61585854,1.463767895,4.687920389,1.371301276,-4.212527192,37.89361248,52.4215627,-13.85811358
0.08,1.616267389,0.572013605,1000,-3.603614687,35.09729193,-14.89721728,0,-28.72958449,1.47711859,4.361223292,1.35611128,-3.943976768,38.21028936,51.13925285,-13.54141662
0.085,1.241489218,0.229566647,1000,-3.666864892,35.40902491,-13.32427515,0,-26.82322533,1.484766268,4.036384513,1.338051204,-3.677463613,38.50458372,49.79002078,-13.24241546
0.09,0.864605979,-0.113282787,1000,-3.733494677,35.68746726,-11.71303739,0,-24.89784052,1.486115303,3.713391765,1.316721955,-3.413593854,38.77596658,48.37352877,-12.96106435
0.095,0.485388857,-0.456483594,1000,-3.804139192,35.93160283,-10.06509147,0,-22.95442627,1.480845011,3.392011043,1.291774735,-3.153027727,39.02350663,46.88964291,-12.69686227
0.1,0.103594058,-0.800037373,1000,-3.879508136,36.14040459,-8.382374786,0,-20.99396114,1.468964601,3.071776089,1.262951183,-2.896468907,39.24585068,45.33852882,-12.44883982
0.105,-0.281009709,-1.144018389,1000,-3.960386122,36.3128303,-6.667209585,0,-19.01746288,1.450845939,2.751995823,1.230125346,-2.644649438,39.44122821,43.72074759,-12.21557922
0.11,-0.66860847,-1.488589692,1000,-4.047628912,36.44782789,-4.922324986,0,-17.0260554,1.427225944,2.431782673,1.193346862,-2.398311188,39.60748459,42.03734696,-11.99527066
0.115,-1.059305929,-1.834016448,1000,-4.142158461,36.54435978,-3.150869914,0,-15.02102761,1.399169009,2.110104272,1.15288608,-2.15818475,39.74215418,40.28995692,-11.78578127
0.12,-1.45308521,-2.180671888,1000,-4.244945199,36.60144934,-1.356436929,0,-13.0038978,1.368001942,1.785850519,1.109273115,-1.924960754,39.84257005,38.48090453,-11.58473002
0.125,-1.849770233,-2.529038963,1000,-4.356991618,36.61824676,0.456896624,0,-10.9764946,1.335235875,1.457914357,1.063332753,-1.69926221,39.90600187,36.61334471,-11.38957078
0.13,-2.24899636,-2.879707041,1000,-4.479297197,36.59411414,2.284528893,0,-8.941046214,1.302493362,1.12527251,1.016205634,-1.48160171,39.92981636,34.69138744,-11.19768867
0.135,-2.650197909,-3.233364851,1000,-4.612824526,36.52874124,4.121295503,0,-6.900279223,1.271452264,0.78704941,0.969349898,-1.272343317,39.91166037,32.72022865,-11.00650634
0.14,-3.052622511,-3.590790515,1000,-4.758473966,36.42225559,5.961439427,0,-4.857526511,1.243804994,0.442558536,0.92451364,-1.071679055,39.8496317,30.706244,-10.81360131
0.145,-3.455365366,-3.952839004,1000,-4.91705807,36.27529705,7.79860999,0,-2.816832249,1.221218778,0.091329302,0.883685542,-0.8796079,39.7424103,28.65699664,-10.61684032
0.15,-3.857420467,-4.320427153,1000,-5.089287593,36.08904243,9.625887469,0,-0.783040479,1.205284857,-0.266877503,0.849026813,-0.695931399,39.58933877,26.58115045,-10.41451087
0.155,-4.257739268,-4.694513069,1000,-5.275781846,35.86520692,11.43581372,0,1.238135484,1.197458,-0.632063428,0.822789679,-0.520292368,39.39047911,24.48834184,-10.20542483
0.16,-4.655287184,-5.076076471,1000,-5.477092051,35.60604568,13.22038669,0,3.24007951,1.198994527,-1.003998378,0.807239487,-0.352228007,39.14666782,22.38908867,-9.988931974
0.165,-5.049094704,-5.466096973,1000,-5.693725404,35.31435193,14.97104253,0,5.215272298,1.210891278,-1.382238832,0.804582571,-0.191221216,38.85956938,20.29472735,-9.764866732
0.17,-5.43829572,-5.865527128,1000,-5.926173472,34.9934419,16.6786416,0,7.155315331,1.233827015,-1.766150165,0.816905697,-0.036756738,38.53171165,18.21737433,-9.533451557
0.175,-5.822149443,-6.275261655,1000,-6.174939159,34.64711682,18.3334578,0,9.050972576,1.268098562,-2.154914974,0.84612886,0.111623989,38.16649568,16.16992257,-9.295165396
0.18,-6.200046461,-6.696107464,1000,-6.440556131,34.27960084,19.92519145,0,10.89222434,1.313564779,-2.547522952,0.893968265,0.254277034,37.76817553,14.16605522,-9.050612593
0.185,-6.571493865,-7.128761566,1000,-6.723604497,33.89544848,21.44302777,0,12.66831252,1.369610657,-2.942740275,0.96191682,0.391419181,37.34179826,12.22023351,-8.800442656
0.19,-6.93607737,-7.573803518,1000,-7.024720955,33.49944,22.87577535,0,14.36777744,1.435143537,-3.339073956,1.051249068,0.523106853,36.89310728,10.34761544,-8.545363168
0.195,-7.293392851,-8.031700903,1000,-7.344608852,33.09645567,24.21209935,0,15.97851213,1.508631456,-3.734737488,1.163058591,0.649223461,36.42838476,8.563844179,-8.28624835
0.2,-7.642955631,-8.502820105,1000,-7.684042674,32.69132525,25.44084224,0,17.48784144,1.588194298,-4.127635432,1.298319095,0.769478834,35.95421755,6.884673795,-8.024340019
0.205,-7.984111176,-8.987434892,1000,-8.043873627,32.28865142,26.55142645,0,18.88266314,1.671741007,-4.515389303,1.457944238,0.883405244,35.47718721,5.325415802,-7.761506589
0.21,-8.315970647,-9.485729851,1000,-8.425031666,31.89261814,27.5343356,0,20.14968148,1.757129844,-4.895415922,1.642826693,0.990352872,35.00351344,3.900225388,-7.500527989
0.215,-8.637394322,-9.997802912,1000,-8.828538949,31.50679585,28.38168047,0,21.27576161,1.8423231,-5.265059969,1.853841742,1.089473214,34.53869527,2.62125878,-7.245382278
0.22,-8.947038294,-10.52367408,1000,-9.255524133,31.13393781,29.08782241,0,22.24841754,1.925506038,-5.621766589,2.091815587,1.179707751,34.08717653,1.497757656,-7.001488585
0.225,-9.243446085,-11.06330301,1000,-9.707245717,30.77576455,29.64997204,0,23.05643197,2.005155779,-5.963258314,2.357475095,1.259777263,33.65205225,0.535163619,-6.775819443
0.23,-9.525163195,-11.61660967,1000,-10.18511474,30.43275893,30.06866399,0,23.69057519,2.080057469,-6.287687514,2.651392697,1.328176427,33.23483386,-0.265607018,-6.576806481
0.235,-9.790844774,-12.18350047,1000,-10.69071702,30.10404956,30.34802464,0,24.14441934,2.149260757,-6.593720557,2.973956748,1.383175703,32.83535143,-0.90856829,-6.413935632
0.24,-10.03934529,-12.76389794,1000,-11.22583935,29.78744242,30.49580641,0,24.41515846,2.211965299,-6.880524316,3.325369285,1.422825052,32.45185292,-1.40268241,-6.297064069
0.245,-10.26977005,-13.35776992,1000,-11.79249134,29.47960236,30.52314585,0,24.50435041,2.267353573,-7.14765018,3.705680189,1.444965179,32.08128915,-1.761480509,-6.235479561
0.25,-10.48148839,-13.96515575,1000,-12.39292728,29.17635082,30.44406511,0,24.41842007,2.314397833,-7.394828333,4.114850602,1.44723851,31.71974815,-2.00235176,-6.236890635
0.255,-10.67410142,-14.58618958,1000,-13.02966309,28.87300253,30.27479456,0,24.16873005,2.351671711,-7.621686618,4.552848138,1.427105004,31.36296063,-2.145640203,-6.30663294
0.26,-10.84737784,-15.22112043,1000,-13.7054809,28.56469127,30.03294597,0,23.77110035,2.377225051,-7.827465368,5.019754841,1.381865861,31.00678655,-2.213603579,-6.447269877
0.265,-11.00116786,-15.87032751,1000,-14.42342418,28.24665989,29.73656366,0,23.24478341,2.388567727,-8.010803465,5.515875739,1.308692645,30.64759865,-2.229259557,-6.658641844
0.27,-11.13530553,-16.53432647,1000,-15.18676996,27.91449772,29.4030807,0,22.61100828,2.382793948,-8.169651806,6.041836544,1.20466821,30.28250611,-2.21513576,-6.938274935
0.275,-11.24950415,-17.21376532,1000,-15.99900345,27.56434349,29.0481984,1000,21.89124486,2.356883501,-8.301349329,6.598670284,1.066816056,29.90940059,-2.191911229,-7.281998535
0.28,-11.34325486,-17.90941098,1000,-16.86375518,27.1931007,28.68475648,1000,21.10542495,2.308180989,-8.402866922,7.187887416,0.89215655,29.52687175,-2.176975171,-7.684434595
0.285,-11.41572848,-18.62213776,1000,-17.78471653,26.79871468,28.32188547,1000,20.26980387,2.235005897,-8.471176284,7.81154274,0.677786116,29.1340706,-2.183169029,-8.140099841
0.29,-11.46568908,-19.35292883,1000,-18.76554234,26.38051644,27.96468858,1000,19.39688818,2.137228663,-8.503654207,8.472302805,0.420979593,28.73062826,-2.217961977,-8.642895
0.295,-11.4914308,-20.10287946,1000,-19.80974659,25.93957359,27.61464803,1000,18.49632767,2.016565437,-8.498439709,9.173490893,0.119299547,28.31667203,-2.283333167,-9.185409131
0.3,-11.49074599,-20.87317965,1000,-20.92061157,25.47895934,27.27062063,1000,17.57614491,1.876472137,-8.454654161,9.919078464,-0.229331908,27.89294393,-2.376349876,-9.758547186
0.305,-11.46092521,-21.66507442,1000,-22.10107312,25.00386896,26.93001317,1000,16.64371606,1.721756417,-8.37243138,10.71362209,-0.626559991,27.46098695,-2.490139986,-10.35172963
0.31,-11.39880082,-22.47981923,1000,-23.35362343,24.52152108,26.58978779,1000,15.70628154,1.558036056,-8.252758075,11.56214978,-1.073545194,27.02334039,-2.614963727,-10.95350592
0.315,-11.30083364,-23.318618,1000,-24.68018108,24.04079964,26.24716391,1000,14.77076899,1.391167724,-8.097134763,12.46998502,-1.570895022,26.5836789,-2.739283561,-11.55261871
0.32,-11.16323527,-24.18253992,1000,-26.08196651,23.57163142,25.89989944,1000,13.84338,1.226750075,-7.907061958,13.44251455,-2.118626,26.14685454,-2.850736959,-12.13893136
0.325,-10.98211924,-25.07242868,1000,-27.55938176,23.12415866,25.54622607,1000,12.92934833,1.069762063,-7.683428093,14.48492117,-2.716145217,25.71880988,-2.937027357,-12.70386313
0.33,-10.75367359,-25.9888206,1000,-29.11189779,22.70776222,25.18465078,1000,12.03308342,0.924352685,-7.425969559,15.60190584,-3.362234798,25.306235,-2.986862602,-13.24029621
0.335,-10.47435427,-26.93187384,1000,-30.73795779,22.32995197,24.81377987,1000,11.15850834,0.79382844,-7.133067975,16.79740683,-4.055036325,24.91573038,-2.991021712,-13.7422466
0.34,-10.14108698,-27.90128696,1000,-32.43489267,21.9952318,24.43227435,1000,10.30921344,0.68080852,-6.802018712,18.07430983,-4.792048472,24.55249534,-2.943488061,-14.20469699
0.345,-9.751463156,-28.89620745,1000,-34.19881726,21.70416254,24.03899811,1000,9.488641013,0.587418092,-6.429679267,19.43416225,-5.5701138,24.21887629,-2.842486721,-14.623461
0.35,-9.303919271,-29.9151354,1000,-36.02451418,21.45292371,23.63324992,1000,8.70016956,0.515357329,-6.013232104,20.87690612,-6.385399803,23.91331368,-2.691054052,-14.99513487
0.355,-8.797865167,-30.95584333,1000,-37.90556203,21.23360843,23.21492883,1000,7.947134542,0.465779842,-5.550753819,22.40068564,-7.233617462,23.63015582,-2.496808804,-15.31701326
0.36,-8.233733168,-32.01530383,1000,-39.83444182,21.03522243,22.78455071,1000,7.232708896,0.439074145,-5.041431527,24.00174956,-8.110213289,23.36043661,-2.270903455,-15.58702685
0.365,-7.612930337,-33.08965999,1000,-41.80260831,20.84505595,22.34318269,1000,6.559719347,0.434688622,-4.485418522,25.6744971,-9.010476524,23.09330136,-2.026558259,-15.80375655
0.37,-6.937689315,-34.17423657,1000,-43.80048295,20.65008568,21.89237184,1000,5.930393914,0.451118573,-3.88347338,27.41166926,-9.929511084,22.8176034,-1.77759786,-15.96660387
0.375,-6.210849219,-35.26358051,1000,-45.81727249,20.43819147,21.43406272,1000,5.346153508,0.486060274,-3.236605546,29.20464666,-10.8619962,22.52326783,-1.537202667,-16.07599129
0.38,-5.435676127,-36.35150457,1000,-47.84063888,20.19907794,20.97049125,1000,4.807154594,0.53666757,-2.545884348,31.04372171,-11.80179559,22.20224306,-1.31696498,-16.13384238
0.385,-4.615775912,-37.43113717,1000,-49.85649823,19.92486076,20.50409783,1000,4.312578827,0.599835132,-1.812424043,32.91829594,-12.74169043,21.84902241,-1.126305893,-16.1433356
0.39,-3.755096988,-38.49500669,1000,-51.84918744,19.61031252,20.03741736,1000,3.860908492,0.672436123,-1.037483553,34.81703003,-13.67346669,21.46080701,-0.972205981,-16.10861314
0.395,-2.857976807,-39.53518778,1000,-53.80168648,19.25280829,19.57290738,1000,3.450069521,0.75147301,-0.222630169,36.7280115,-14.5879972,21.03737394,-0.859147578,-16.03452825
0.4,-1.929167602,-40.54352988,1000,-55.69586204,18.852056,19.11273365,1000,3.077462425,0.834139306,0.630078397,38.63900912,-15.47525304,20.58070708,-0.789196465,-15.92638526
0.405,-0.973821435,-41.51198177,0,-57.51274178,18.40972068,18.6585971,1000,2.740201041,0.917807365,1.517953608,40.53782629,-16.32426168,20.09452147,-0.762187017,-15.78944899
0.41,0.002598512,-42.43296749,0,-59.2329168,17.92903856,18.21170547,1000,2.435362088,1.000019642,2.437621521,42.41272376,-17.12316339,19.5837748,-0.776024833,-15.62854212
0.415,0.994473572,-43.29977459,0,-60.83694095,17.41448755,17.77285653,1000,2.160097452,1.078517055,3.385044558,44.25285331,-17.85927706,19.05422147,-0.82703689,-15.44788468
0.42,1.996226059,-44.10693187,0,-62.30594685,16.87150708,17.34258567,1000,1.911655939,1.151349745,4.3555424,46.04864954,-18.51940461,18.51194144,-0.910360712,-15.25111992
0.425,3.002537105,-44.85048633,0,-63.6226363,16.30621819,16.92132622,1000,1.687385837,1.217045631,5.343835755,47.7920894,-19.09063379,17.96284022,-1.020392263,-15.04142351
0.43,4.008588515,-45.52806119,0,-64.77234788,15.72511043,16.50954265,1000,1.484725212,1.274780601,6.344187075,49.4767551,-19.56142884,17.41217454,-1.15128887,-14.8216521
0.435,5.010297849,-46.13865329,0,-65.7442126,15.13469221,16.10776798,1000,1.301201279,1.324481424,7.350673509,51.09769788,-19.92298959,16.8641859,-1.297451586,-14.59443918
0.44,6.004482233,-46.6823043,0,-66.53313535,14.54114396,15.71653124,1000,1.134441874,1.366826534,8.357539304,52.65121093,-20.17145797,16.3219001,-1.453906543,-14.36221041
0.445,6.988902498,-47.15969578,0,-67.14050041,13.95004187,15.33621302,1000,0.98219901,1.403142549,9.359546602,54.13452968,-20.30888143,15.7871329,-1.616522971,-14.12713438
0.45,7.962159684,-47.57170882,0,-67.57332922,13.36619931,14.96688415,1000,0.842358279,1.435218244,10.35223419,55.54547767,-20.34254149,15.26069271,-1.782037633,-13.89105964
0.455,8.923509946,-47.91903592,0,-67.84303718,12.79362118,14.60817892,1000,0.712938741,1.465057548,11.33210346,56.88217381,-20.28387309,14.74273836,-1.947920025,-13.65546141
0.46,9.872673691,-48.20194046,0,-67.96390196,12.23551781,14.25925017,1000,0.592075528,1.494600995,12.29676743,58.14289315,-20.14698359,14.23320111,-2.112170506,-13.42143397
0.465,10.80966472,-48.4202116,0,-67.95163923,11.69432969,13.91882457,1000,0.477999305,1.525454492,13.24502837,59.32608122,-19.9471819,13.73215452,-2.273142725,-13.18973439
0.47,11.73466179,-48.57328829,0,-67.82215939,11.17175193,13.58534437,1000,0.369026771,1.558641242,14.17686486,60.43047202,-19.69963717,13.24006153,-2.429428678,-12.96086284
0.475,12.64792271,-48.66048472,0,-67.59059712,10.66878344,13.25714385,1000,0.263586826,1.594405094,15.09332152,61.4552339,-19.41832023,12.75789428,-2.579777526,-12.73512399
0.48,13.54973619,-48.68122378,0,-67.27065072,10.1858288,12.93260782,1000,0.160250943,1.632118632,15.99630375,62.40007347,-19.11532236,12.28714247,-2.723013127,-12.51267414
0.485,14.44037972,-48.63521177,0,-66.87419114,9.722855536,12.61028061,1000,0.057757118,1.670340544,16.88827697,63.26524334,-18.80053206,11.82973162,-2.857939785,-12.29354849
0.49,15.32007421,-48.52252584,0,-66.41107007,9.279563177,12.28892093,1000,-0.044976884,1.707013277,17.77191653,64.05145522,-18.48158244,11.38786566,-2.98326911,-12.0776728
0.495,16.18894001,-48.34363761,0,-65.88907682,8.855514613,11.96750543,1000,-0.148846223,1.739779306,18.64975714,64.75975224,-18.16396553,10.96380402,-3.097597396,-11.8648566
0.5,17.04695062,-48.09939669,0,-65.31400946,8.450188129,11.64519509,1000,-0.254549674,1.766348329,19.5238822,65.39136842,-17.85124321,10.55959313,-3.199459885,-11.6547715
0.505,17.89391051,-47.79099771,0,-64.68983239,8.062945819,11.32128471,1000,-0.36258799,1.784828146,20.3957169,65.94762696,-17.5453031,10.17679959,-3.287453849,-11.44693599
0.51,18.72946245,-47.41993476,0,-64.01889643,7.692949251,10.99515697,1000,-0.473277166,1.793958676,21.26593593,66.42988084,-17.24663824,9.816293986,-3.360396774,-11.24072696
0.515,19.55312577,-46.98793989,0,-63.30220191,7.339067047,10.66625678,1000,-0.586778255,1.793202616,22.13448473,66.83948735,-16.95464502,9.478129473,-3.417481944,-11.03542846
0.52,20.36435398,-46.49690528,0,-62.53969559,6.999812265,10.33409258,1000,-0.703123939,1.782700498,23.00067947,67.17779775,-16.66793869,9.161527153,-3.458394034,-10.8302916
0.525,21.1626009,-45.94880371,0,-61.73058544,6.673343653,9.998258206,1000,-0.822238811,1.76314542,23.86334299,67.44615919,-16.38466648,8.864962855,-3.483354192,-10.62459493
0.53,21.94738217,-45.34561505,0,-60.87366578,6.357527355,9.658462395,1000,-0.943957713,1.735632301,24.72094631,67.64591733,-16.10281295,8.586323327,-3.493096238,-10.41769653
0.535,22.71831753,-44.68926612,0,-59.96762617,6.050044236,9.314553121,1000,-1.068042352,1.701525955,25.57172583,67.77840689,-15.82047005,8.323094593,-3.488784527,-10.20906945
0.54,23.47514703,-43.98158838,0,-59.01132217,5.748508027,8.966530974,1000,-1.194198596,1.662362772,26.41377054,67.84492772,-15.53605223,8.072542581,-3.47191193,-9.998325029
0.545,24.21773055,-43.22429355,0,-58.00397905,5.45056276,8.614546465,1000,-1.322092056,1.619787597,27.24508267,67.8467169,-15.24843387,7.831846374,-3.444205616,-9.78522055
0.55,24.94603689,-42.4189671,0,-56.94531326,5.15394551,8.258882309,1000,-1.451359325,1.575508532,28.06361656,67.78492823,-14.95700003,7.598167766,-3.407554212,-9.56964894
0.555,25.66011716,-41.56707779,0,-55.83556772,4.85651507,7.899921533,1000,-1.581612461,1.531252747,28.86729687,67.66061634,-14.66161362,7.368669571,-3.363954095,-9.351607326
0.56,26.36006577,-40.66999748,0,-54.67547341,4.556263845,7.538109253,1000,-1.712442661,1.488717543,29.65402488,67.4747273,-14.36251913,7.140509236,-3.315464586,-9.131157819
0.565,27.04597897,-39.72902152,0,-53.46615371,4.251329525,7.173916347,1000,-1.843425766,1.449521849,30.42168826,67.22809689,-14.06020985,6.910833428,-3.264163768,-8.908392486
0.57,27.71790687,-38.74539088,0,-52.20899985,3.940022599,6.807810005,1000,-1.974135183,1.415170224,31.16817172,66.92145377,-13.75528464,6.676793737,-3.212092288,-8.683411555
0.575,28.37580409,-37.72030885,0,-50.90554741,3.620876997,6.440234848,1000,-2.104161291,1.387021738,31.89138533,66.55542108,-13.44832651,6.435610952,-3.161179681,-8.456316244
0.58,29.01948772,-36.6549535,0,-49.55737301,3.292720246,6.071604321,1000,-2.233140075,1.366261563,32.58932016,66.13052266,-13.13981341,6.184691463,-3.113154762,-8.227217653
0.585,29.64860677,-35.55048523,0,-48.16602518,2.954752251,5.702302449,1000,-2.360782723,1.353857875,33.26013727,65.64719228,-12.83007246,5.921791664,-3.069454166,-7.996256192
0.59,30.26261809,-34.40804565,0,-46.73299212,2.606615176,5.332692848,1000,-2.486900154,1.350491317,33.9022763,65.10577427,-12.51928036,5.645205612,-3.031145591,-7.763624728
0.595,30.86077371,-33.22874394,0,-45.2597003,2.248436749,4.963128285,1000,-2.61142052,1.356455108,34.51457143,64.5065151,-12.20750652,5.353940895,-2.998878653,-7.529587971
0.6,31.44213047,-32.01363277,0,-43.74754262,1.880833473,4.593957581,1000,-2.734392509,1.371546394,35.09637166,63.84955783,-11.8947942,5.047856704,-2.972873972,-7.294489288
0.605,32.00557903,-30.7636823,0,-42.19791753,1.504874707,4.225524175,1000,-2.855972556,1.394984278,35.6476396,63.13494386,-11.5812514,4.727740218,-2.952944433,-7.058735688
0.61,32.5498836,-29.47975608,0,-40.61227442,1.122001977,3.858156852,1000,-2.976412449,1.42537972,36.16900475,62.3626177,-11.26714137,4.395296344,-2.938556514,-6.822780232
0.615,33.07373543,-28.16258747,0,-38.99214727,0.733914014,3.492157586,1000,-3.096036239,1.460770554,36.66176039,61.53243727,-10.95295521,4.053046164,-2.928928168,-6.5870984
0.62,33.5758125,-26.81276629,0,-37.33918462,0.342433029,3.127786225,1000,-3.215216654,1.498726151,37.12779294,60.64419342,-10.63946435,3.704143077,-2.923141094,-6.352162637
0.625,34.05485394,-25.43073224,0,-35.65517148,-0.050635221,2.765245225,1000,-3.33435059,1.536504783,37.56946478,59.69764577,-10.32775189,3.352127783,-2.920259189,-6.118416607
0.63,34.50973044,-24.01677947,0,-33.94204681,-0.443623312,2.404664754,1000,-3.453842158,1.571233095,37.98945086,58.69256243,-10.01922389,3.000659808,-2.919425931,-5.886255898
0.635,34.93950559,-22.57107146,0,-32.2019098,-0.83509523,2.046089684,1000,-3.57409458,1.600088446,38.39054562,57.62876062,-9.715595543,2.653253165,-2.919933892,-5.656018757
0.64,35.3434798,-21.0936632,0,-30.43702061,-1.223902326,1.689474227,1000,-3.695515698,1.62046722,38.77546643,56.50613928,-9.418863647,2.313053082,-2.921255897,-5.427994181
0.645,35.72120673,-19.58453507,0,-28.6497879,-1.609202813,1.334684086,1000,-3.818529696,1.630135257,39.14666338,55.32470294,-9.131254647,1.982664981,-2.92304391,-5.202440307
0.65,36.07247051,-18.04364322,0,-26.84274605,-1.990450134,0.98150426,1000,-3.943607906,1.62732709,39.50616003,54.08457361,-8.855148704,1.664061504,-2.925099272,-4.979625437
0.655,36.39722994,-16.4709857,0,-25.01852474,-2.367356441,0.629653219,1000,-4.071295317,1.610811112,39.85541787,52.78599815,-8.592984847,1.35854319,-2.927326484,-4.759871029
0.66,36.69553371,-14.86667831,0,-23.17981369,-2.739843116,0.278798081,1000,-4.202223236,1.579929721,40.19522164,51.42935008,-8.347157107,1.066738984,-2.929675704,-4.543577113
0.665,36.96742409,-13.23103532,0,-21.32931681,-3.107991976,-0.071431076,1000,-4.337110162,1.534625253,40.52558918,50.01513856,-8.11990126,0.788624011,-2.932093006,-4.331233989
0.67,37.21284718,-11.56464854,0,-19.46969466,-3.47200321,-0.42143013,1000,-4.476743793,1.47545628,40.84571165,48.54403344,-7.913176318,0.523540583,-2.934485464,-4.12340752
0.675,37.43158552,-9.868472333,0,-17.6035016,-3.832162166,-0.771615408,1000,-4.621953535,1.403592418,41.15393951,47.01692461,-7.728537143,0.2702287,-2.936700569,-3.920704761
0.68,37.62323146,-8.143903884,0,-15.73311286,-4.188826986,-1.122427401,1000,-4.773582754,1.320783389,41.44783359,45.43501861,-7.567001118,0.026861524,-2.938526622,-3.723722987
0.685,37.78720261,-6.392855101,0,-13.86065721,-4.542431121,-1.474338463,1000,-4.932468177,1.229302107,41.72428037,43.79996269,-7.428925417,-0.208904649,-2.939709195,-3.533002822
0.69,37.92279347,-4.617812938,0,-11.98796885,-4.893484955,-1.82786689,1000,-5.099424954,1.131865023,41.97966014,42.11398133,-7.313908436,-0.439852334,-2.939963264,-3.348987391
0.695,38.0292598,-2.821887339,0,-10.11657088,-5.242568991,-2.183590789,1000,-5.275245419,1.031536225,42.21005464,40.3800141,-7.220726608,-0.669096853,-2.938976741,-3.171999961
0.7,38.1059255,-1.008840199,0,-8.247705276,-5.590310898,-2.542150758,1000,-5.460700336,0.931604893,42.41148243,38.60183213,-7.147328607,-0.899946355,-2.936401099,-3.002246606
0.705,38.15229666,0.816906313,0,-6.382416953,-5.937349098,-2.904241397,1000,-5.656553011,0.835434195,42.58013999,36.78411544,-7.090894188,-1.13574033,-2.931831618,-2.839848138
0.71,38.16816341,2.650280261,0,-4.521689731,-6.284288778,-3.270600416,1000,-5.863563447,0.746292858,42.71262461,34.93247699,-7.047953971,-1.379682085,-2.924775896,-2.684855248
0.715,38.15366624,4.485582115,0,-2.666622192,-6.631659386,-3.64199128,1000,-6.082484321,0.667183033,42.80611263,33.05342468,-7.014551745,-1.634678531,-2.91462736,-2.537260485
0.72,38.10931105,6.316511841,0,-0.818642446,-6.979876847,-4.019189157,1000,-6.314057095,0.600682915,42.85847862,31.15426213,-6.986444384,-1.903193913,-2.900635581,-2.397009051
0.725,38.03593305,8.136202575,0,1.020266121,-7.329215889,-4.402972338,1000,-6.559011487,0.548834978,42.86833907,29.24293944,-6.959315988,-2.187142546,-2.881881146,-2.26400853
0.73,37.93462451,9.9372612,0,2.847340105,-7.679789681,-4.794115325,1000,-6.818068224,0.513095512,42.83503196,27.32788185,-6.928997193,-2.487823137,-2.857257769,-2.138138367
0.735,37.80665276,11.71180493,0,4.65882477,-8.031536075,-5.193379973,1000,-7.09193891,0.494349146,42.75854557,25.41784656,-6.89167044,-2.805905312,-2.825468991,-2.019263226
