time,thigh_pitch_lt_deg,shank_pitch_lt_deg,contact_lt,foot_pitch_lt_deg,thigh_pitch_rt_deg,shank_pitch_rt_deg,contact_rt,foot_pitch_rt_deg,lumbar_flexion_deg,hip_flexion_lt_deg,knee_flexion_lt_deg,ankle_dorsiflexion_lt_deg,hip_flexion_rt_deg,knee_flexion_rt_deg,ankle_dorsiflexion_rt_deg
0,21.11921861,-23.66945105,0,-24.28116862,-0.699009197,-8.415207094,1000,-0.695228261,3.927595395,21.5310436,44.70931337,-1.282899078,-0.782490592,7.953026938,8.000984585
0.005,21.41105779,-21.71062194,0,-22.25709939,-1.453123619,-8.630389082,1000,-0.767927463,3.960114002,21.84003581,43.00874073,-1.163674103,-1.484263826,7.420413665,8.148298764
0.01,21.65670927,-19.71195278,0,-20.21349181,-2.215452794,-8.851333111,1000,-0.842819465,3.996134178,22.09797213,41.21990673,-1.062614294,-2.195247358,6.886759349,8.298834836
0.015,21.85570294,-17.67477582,0,-18.14905589,-2.985804165,-9.078807546,1000,-0.920127388,4.033930192,22.30593028,39.34470879,-0.97753219,-2.914321501,6.35281549,8.453037851
0.02,22.00764225,-15.60088409,0,-16.0624274,-3.76390003,-9.313632136,1000,-1.000093139,4.071727394,22.46514152,37.38585539,-0.905701196,-3.640290799,5.819478719,8.611402097
0.025,22.11226387,-13.49265712,0,-13.95230714,-4.549380051,-9.556672257,1000,-1.08299152,4.107840848,22.57694773,35.34702519,-0.843904885,-4.371979342,5.28779133,8.774454027
0.03,22.16954378,-11.35319164,0,-11.81763161,-5.341801966,-9.808831374,1000,-1.169148137,4.140765967,22.64284421,33.23304381,-0.78852558,-5.108283492,4.758938077,8.94272831
0.035,22.1798487,-9.186439826,0,-9.657769861,-6.140627976,-10.07104199,1000,-1.258958608,4.169197751,22.66461596,31.05008075,-0.73565426,-5.848159866,4.23425177,9.116739828
0.04,22.14411867,-6.99734304,0,-7.472724191,-6.945190234,-10.34425698,1000,-1.352899169,4.192007385,22.64452428,28.80584731,-0.681198571,-6.590574494,3.715236547,9.296963168
0.045,22.0640822,-4.791948351,0,-5.263319558,-7.754638448,-10.6294406,1000,-1.45154474,4.20822868,22.58550041,26.50979174,-0.620972524,-7.334461997,3.203605975,9.483803937
0.05,21.9424921,-2.577511701,0,-3.031392123,-8.56787836,-10.92755936,1000,-1.555588515,4.217077022,22.49131816,24.17328989,-0.550764129,-8.078715841,2.701329483,9.677568158
0.055,21.78336637,-0.362594733,0,-0.779973036,-9.3835137,-11.23957021,1000,-1.665863738,4.218008579,22.36674009,21.80983523,-0.466364417,-8.822210324,2.210673278,9.878426836
0.06,21.59219327,1.842853436,0,1.48651818,-10.1997994,-11.56641253,1000,-1.783362429,4.210783984,22.21763644,19.43519588,-0.363579696,-9.563818068,1.734234826,10.0863868
0.065,21.37605988,4.027471245,0,3.762057943,-11.01460728,-11.90900179,1000,-1.909253148,4.195493211,22.05106247,17.06748122,-0.238287349,-10.30239247,1.274968625,10.30126362
0.07,21.14365814,6.178598356,0,6.038771184,-11.82542145,-12.26822512,1000,-2.044906376,4.172535083,21.87523809,14.72702147,-0.086640944,-11.03673729,0.836188252,10.52264877
0.075,20.90512084,8.282549991,0,8.306683061,-12.62937807,-12.64493668,1000,-2.191910551,4.142586169,21.69936157,12.43600688,0.094559687,-11.7655979,0.421529152,10.74988628
0.08,20.67165383,10.32499771,0,10.55351776,-13.42336655,-13.03995391,1000,-2.352080575,4.106580633,21.53322653,10.21789936,0.307408249,-12.48770251,0.034856219,10.98205827
0.085,20.45497461,12.29138807,0,12.76460748,-14.20418946,-13.45405535,1000,-2.527452407,4.065756512,21.38662656,8.096667972,0.552446625,-13.20189908,-0.31988288,11.21798587
0.09,20.26659816,14.16732057,0,14.92299149,-14.96875472,-13.88798048,1000,-2.720265659,4.021740613,21.26862011,6.095927898,0.828371135,-13.90732571,-0.638834231,11.4562443
0.095,20.11705442,15.93873643,0,17.00970153,-15.71426544,-14.34243356,1000,-2.932943968,3.976640379,21.18676681,4.238190523,1.132008643,-14.60356632,-0.918411921,11.69518405
0.1,20.01513793,17.59220392,0,19.00428694,-16.4383721,-14.81809198,1000,-3.168070067,3.933081803,21.14645665,2.544003363,1.458365032,-15.29072726,-1.155437115,11.93296189
0.105,19.9672394,19.11523706,0,20.88548535,-17.13926716,-15.31561376,1000,-3.428364631,3.894172807,21.150366,1.031042987,1.800758494,-15.96943288,-1.347228808,12.16756738
0.11,19.9768324,20.49659305,0,22.63200192,-17.81570602,-15.83564345,1000,-3.716662944,3.863376022,21.19809503,-0.286754807,2.151081029,-16.64073395,-1.491630666,12.39684956
0.115,20.04424766,21.7264795,0,24.22335988,-18.46694989,-16.37882236,1000,-4.035917286,3.84431671,21.28608429,-1.399831641,2.500249631,-17.3059515,-1.586963571,12.61852256
0.12,20.16691627,22.79680171,0,25.64070964,-19.09262348,-16.94580282,1000,-4.389224458,3.840545593,21.4079722,-2.303308137,2.838622326,-17.96644992,-1.631895284,12.83014837
0.125,20.34006767,23.70147754,0,26.86757452,-19.69249567,-17.53727022,1000,-4.779874004,3.855232047,21.55543212,-2.996902389,3.156349061,-18.62331118,-1.625228951,13.02910468
0.13,20.55735017,24.4368,0,27.89049092,-20.26619418,-18.15396204,1000,-5.21138234,3.890772109,21.71904084,-3.484834165,3.443643945,-19.27689284,-1.565630132,13.21256067
0.135,20.81105963,25.00178039,0,28.69951185,-20.81290338,-18.79667809,1000,-5.687545669,3.948328115,21.88892199,-3.77581088,3.691010433,-19.92631308,-1.451344675,13.3774253
0.14,21.09211301,25.39838416,0,29.28852804,-21.3310994,-19.46627424,1000,-6.212502813,4.027364722,22.05529766,-3.882868983,3.889449086,-20.56894126,-1.279967795,13.52026803
0.145,21.39015507,25.63160293,0,29.65541919,-21.81836744,-20.16364193,1000,-6.790802304,4.125333272,22.20909878,-3.822783321,4.030702171,-21.20005524,-1.048306341,13.63722108
0.15,21.69421434,25.70936726,0,29.80205369,-22.27132638,-20.88967831,1000,-7.427459338,4.237607658,22.34279453,-3.614813368,4.107528804,-21.8127684,-0.752353934,13.72388394
0.155,21.9934962,25.64231491,0,29.73414903,-22.6856691,-21.64525907,1000,-8.12800324,4.357701592,22.45098745,-3.279364117,4.11397604,-22.39825688,-0.387372827,13.7752418
0.16,22.27800119,25.4433903,0,29.46090048,-23.05630967,-22.43121418,1000,-8.8984963,4.477709388,22.53058141,-2.8369528,4.045541849,-22.94620157,0.051930674,13.78561894
0.165,22.53897628,25.12726448,0,28.99443842,-23.37761996,-23.248316,1000,-9.745506714,4.589121816,22.58042059,-2.307485025,3.89928289,-23.4455771,0.57116741,13.74869626
0.17,22.76933655,24.70961127,0,28.34926378,-23.64374715,-24.09725975,1000,-10.6760007,4.683940303,22.60066178,-1.709671814,3.67397907,-23.88571229,1.175955659,13.65761362
0.175,22.96401508,24.20629352,0,27.54172467,-23.84898846,-24.97863393,1000,-11.69717874,4.755715039,22.59220424,-1.060525477,3.370372319,-24.2572618,1.871560628,13.50511693
0.18,23.12013739,23.63252822,0,26.58981367,-23.9881779,-25.89288942,1000,-12.81631958,4.800472691,22.55607356,-0.37493316,2.991710616,-24.55307477,2.662534566,13.28370391
0.185,23.2370062,23.00216824,0,25.51190673,-24.05702599,-26.84030683,1000,-14.04057554,4.817240809,22.49303136,0.334677364,2.543074932,-24.76869285,3.552409941,12.98582257
0.19,23.31596948,22.32707772,1000,24.32643739,-24.05234927,-27.82095964,1000,-15.3767403,4.808164148,22.40348938,1.058722083,2.031564808,-24.90243546,4.543500381,12.60409533
0.195,23.36031958,21.61665057,1000,23.05150215,-23.9721542,-28.83468165,1000,-16.83098741,4.778231308,22.28785437,1.790964224,1.466318362,-24.95507274,5.636844457,12.13157403
0.2,23.37519146,20.87760914,1000,21.70416321,-23.81559292,-29.88103471,1000,-18.40855401,4.734732763,22.14712012,2.528891603,0.857972809,-24.92928952,6.832264895,11.56204876
0.205,23.36729402,20.11405748,1000,20.30145842,-23.58283572,-30.95927478,1000,-20.11333993,4.686535279,21.9834043,3.273737403,0.219660036,-24.82907743,8.128494969,10.89043777
0.21,23.34440562,19.32794797,1000,18.86146212,-23.27490439,-32.06832677,1000,-21.94748914,4.643251799,21.8002574,4.029840941,-0.432338802,-24.65911175,9.52333909,10.11319914
0.215,23.31447138,18.51987336,1000,17.40402772,-22.89351272,-33.20677433,1000,-23.91092179,4.614297126,21.60256301,4.80320853,-1.078571386,-24.42408711,11.01382631,9.228794595
0.22,23.28425388,17.68995704,1000,15.95050686,-22.4409446,-34.37286165,1000,-26.00086971,4.607982149,21.3957581,5.599412445,-1.697526515,-24.12815883,12.59632291,8.238151272
0.225,23.25801234,16.83865211,1000,14.52246288,-21.91995221,-35.56449516,1000,-28.21142944,4.63082315,21.18465332,6.421485676,-2.267702684,-23.77465815,14.26660872,7.145098626
0.23,23.23686389,15.96731381,1000,13.14001536,-21.33364733,-36.77923024,1000,-30.53323436,4.687112324,20.97250752,7.268627387,-2.76987693,-23.36608146,16.01993791,5.956673482
0.235,23.21898346,15.07850426,1000,11.82044268,-20.6853651,-38.01422327,1000,-32.95334361,4.778616271,20.76067356,8.135971341,-3.188909334,-22.90416107,17.85109185,4.683184244
0.24,23.20036145,14.17604824,1000,10.57759384,-19.97859649,-39.26613401,1000,-35.45540818,4.904391836,20.54868653,9.015185077,-3.514515487,-22.39004369,19.7543187,3.337965916
0.245,23.17603092,13.26491342,1000,9.421575414,-19.21705605,-40.53097997,1000,-38.0200899,5.060712524,20.33485864,9.895799209,-3.741553594,-21.82464317,21.72310102,1.936863199
0.25,23.14160162,12.35100446,1000,8.358728557,-18.4048399,-41.80395278,1000,-40.62566767,5.241223386,20.11748875,10.76704927,-3.869882043,-21.20903803,23.74980535,0.497525265
0.255,23.09418429,11.44094415,1000,7.391768742,-17.54656042,-43.07921793,1000,-43.24877915,5.437367226,19.89581529,11.61922307,-3.903976803,-20.54481851,25.82534314,-0.961413087
0.26,23.0320432,10.54191007,1000,6.520292858,-16.64736483,-44.34975283,1000,-45.86519572,5.638988733,19.66998048,12.44370364,-3.852172957,-19.83424251,27.93898384,-2.421119573
0.265,22.95338233,9.661466507,1000,5.741604218,-15.71281798,-45.6072764,1000,-48.45054974,5.834956446,19.44027747,13.23205399,-3.725559919,-19.08007606,30.07838902,-3.863197789
0.27,22.85541796,8.807267812,1000,5.051258908,-14.74870717,-46.8423379,1000,-50.98088693,6.013827372,19.20659341,13.97532859,-3.537090478,-18.28522096,32.22987053,-5.26999259
0.275,22.73470738,7.986549882,1000,4.443672387,-13.76079912,-48.04454822,1000,-53.43307721,6.164784818,18.96870795,14.66466147,-3.300397539,-17.45244311,34.3788238,-6.624647784
0.28,22.58797853,7.205517415,1000,3.912326881,-12.75460509,-49.20291278,1000,-55.78510594,6.278980034,18.72664045,15.2923409,-3.028921276,-16.5843542,36.51024304,-7.91102143
0.285,22.4125366,6.468814613,1000,3.449973529,-11.7352509,-50.30622618,1000,-58.01631846,6.350681412,18.48035435,15.85238521,-2.735131914,-15.68365208,38.60918267,-9.113622858
0.29,22.20630211,5.779198876,1000,3.049006238,-10.70745483,-51.3434981,0,-60.10764546,6.377972995,18.22922637,16.34068215,-2.429748592,-14.75343508,40.6611274,-10.21768205
0.295,21.96813066,5.137435732,1000,2.701667174,-9.675542062,-52.30441879,0,-62.04184296,6.362760071,17.97209623,16.75535944,-2.121440877,-13.79740295,42.65234305,-11.20946097
0.3,21.69825076,4.542400425,1000,2.400323263,-8.64345611,-53.17987842,0,-63.80356538,6.310104812,17.70773198,17.09718364,-1.816705498,-12.81988088,44.57026443,-12.07664448
0.305,21.39813547,3.991362408,1000,2.13776351,-7.614750245,-53.9624105,0,-65.37931036,6.227098607,17.43495234,17.36927001,-1.519957571,-11.82568358,46.40383716,-12.80893175
0.31,21.06983002,3.480400979,1000,1.907299524,-6.592575254,-54.64641161,0,-66.75734844,6.121487265,17.15243454,17.57614861,-1.233954018,-10.81978943,48.14369035,-13.39888196
0.315,20.7153368,3.004877703,1000,1.702910733,-5.579699034,-55.22814277,0,-67.92797913,6.000378054,16.85868478,17.72284979,-0.960150359,-9.806980379,49.78212005,-13.84309992
0.32,20.33640377,2.55992221,1000,1.519293643,-4.57856833,-55.70560764,0,-68.88409289,5.869071303,16.55259463,17.81439199,-0.699137154,-8.791317631,51.31294472,-14.14331061
0.325,19.93456103,2.140880671,1000,1.351981349,-3.59137325,-56.07840238,0,-69.62189867,5.73044508,16.23395754,17.8555361,-0.450903938,-7.77586895,52.73135326,-14.30681016
0.33,19.51115113,1.74366548,1000,1.197324549,-2.620034206,-56.34756493,0,-70.14200059,5.585099131,15.90357261,17.85058809,-0.215178017,-6.762690481,54.03385461,-14.3462355
0.335,19.06724425,1.364948451,1000,1.052454658,-1.666136662,-56.51541656,0,-70.45027534,5.432194702,15.5627834,17.80319362,0.008382168,-5.753121754,55.21830182,-14.2785885
0.34,18.60352579,1.00218647,1000,0.91514523,-0.730885033,-56.58534873,0,-70.55743994,5.270669668,15.21275748,17.71623273,0.220038694,-4.748272713,56.28386811,-14.12303511
0.345,18.12031203,0.653526088,1000,0.783667193,0.18490598,-56.56160903,0,-70.47793285,5.100278146,14.85400389,17.59193357,0.419940794,-3.749418425,57.23097381,-13.89861806
0.35,17.61766837,0.317651828,1000,0.656724619,1.080782568,-56.44911377,0,-70.22847259,4.92210286,14.4863,17.4321153,0.608265357,-2.758123871,58.06119904,-13.62252574
0.355,17.09554617,-0.006381564,1000,0.533385849,1.956610833,-56.25318898,0,-69.8266765,4.738513119,14.10886452,17.23843667,0.785348438,-1.776155972,58.77713743,-13.30929334
0.36,16.55387945,-0.319302713,1000,0.413022469,2.812542342,-55.97924644,0,-69.28995511,4.552758822,13.72051938,17.01256202,0.951786065,-0.805368043,59.38222534,-12.97077966
0.365,15.99265323,-0.621743551,1000,0.295251057,3.648969206,-55.6324306,0,-68.63465482,4.36844506,13.31973716,16.75624074,1.10847778,0.1523154,59.88054525,-12.61648003
0.37,15.41197657,-0.914314523,1000,0.179880582,4.466474224,-55.21728441,0,-67.87545618,4.189036354,12.90466288,16.47133103,1.256614847,1.094871948,60.27661963,-12.25391674
0.375,14.81216475,-1.197636615,1000,0.066852396,5.265774078,-54.73748507,0,-67.02502698,4.01745839,12.47321483,16.15978422,1.397603364,2.020210113,60.57520501,-11.88898652
0.38,14.19379004,-1.472339873,1000,-0.043827248,6.047659281,-54.19568897,0,-66.09386806,3.855872863,12.0232444,15.82357238,1.532929783,2.926276912,60.78110165,-11.52620201
0.385,13.55767293,-1.739037203,1000,-0.152126765,6.812927363,-53.59350689,0,-65.09034059,3.705639297,11.55272291,15.46455983,1.664024964,3.811231516,60.89898157,-11.1688698
0.39,12.90481766,-1.998288039,1000,-0.258008026,7.5623273,-52.93160363,0,-64.02081093,3.567411878,11.05989186,15.08435491,1.792145721,4.673616393,60.93325358,-10.81921643
0.395,12.23632003,-2.25056837,1000,-0.361436952,8.296519245,-52.20988693,0,-62.88988692,3.441347195,10.54334726,14.68419476,1.918289507,5.512471555,60.88795498,-10.47850727
0.4,11.55328468,-2.496255983,1000,-0.462390754,9.016046509,-51.42775797,0,-61.70073195,3.327310762,10.00209929,14.26490392,2.043146311,6.327390724,60.76667551,-10.14719009
0.405,10.85676287,-2.735626465,1000,-0.560864343,9.721317285,-50.58438147,0,-60.45543295,3.225042196,9.43559618,13.82691935,2.167083866,7.118502657,60.57250596,-9.825077449
0.41,10.14769928,-2.968862317,1000,-0.656876389,10.41259247,-49.67894933,0,-59.15538157,3.134264643,8.84370131,13.37035659,2.290166327,7.886389144,60.30801537,-9.511544124
0.415,9.426884036,-3.196072502,1000,-0.750465485,11.08998991,-48.71089989,0,-57.8016268,3.054724355,8.226643461,12.8950957,2.41221524,8.631983423,59.97525965,-9.2057232
0.42,8.694916221,-3.417322771,1000,-0.841678149,11.75350166,-47.68007741,0,-56.39515759,2.986188193,7.584954583,12.4008821,2.532900098,9.356463076,59.57582748,-8.906659122
0.425,7.952180034,-3.632673475,1000,-0.930556418,12.40302948,-46.58680911,0,-54.93711292,2.928418934,6.919393675,11.88742871,2.651839649,10.0611497,59.11091416,-8.613432929
0.43,7.198831609,-3.842220636,1000,-1.017129035,13.03844128,-45.4319004,0,-53.4289041,2.881145196,6.230868929,11.35450466,2.768695209,10.74743675,58.58141514,-8.325252848
0.435,6.434799988,-4.046140619,1000,-1.101406397,13.65962504,-44.21657692,0,-51.87225469,2.844046329,5.520372171,10.80200883,2.883255968,11.41674214,57.98801373,-8.041508851
0.44,5.659806321,-4.244735637,1000,-1.183377152,14.26650391,-42.9423984,0,-50.26916775,2.816796015,4.788933327,10.23003003,2.995510498,12.07045563,57.33122,-7.761791225
0.445,4.873406398,-4.438471847,1000,-1.263012647,14.85901915,-41.61115415,0,-48.62183824,2.799129511,4.037591346,9.638896842,3.105695984,12.70987584,56.61135905,-7.485885677
0.45,4.075046924,-4.628009377,1000,-1.340278159,15.43708716,-40.22475893,0,-46.93253415,2.790849514,3.267362693,9.029213762,3.214325818,13.33612597,55.82852312,-7.213749595
0.455,3.264129232,-4.8142171,1000,-1.41514414,16.00053542,-38.78515981,0,-45.20347198,2.791835632,2.479183396,8.40187805,3.322197035,13.95002676,54.98249927,-6.945480326
0.46,2.440078346,-4.998156331,1000,-1.487591679,16.54904234,-37.29426066,0,-43.43670974,2.802041166,1.673827565,7.758063286,3.430359904,14.5519535,54.07270708,-6.681286248
0.465,1.602414712,-5.181034346,1000,-1.557615299,17.08210026,-35.75385819,0,-41.63407362,2.821457227,0.851863836,7.099177616,3.540053417,15.14175163,53.09816332,-6.421477164
0.47,0.750811142,-5.364132978,1000,-1.62521909,17.59899873,-34.16559691,0,-39.79713052,2.850015473,0.013681319,6.426791027,3.65261839,15.71875014,52.05748244,-6.166475876
0.475,-0.114877922,-5.548723411,1000,-1.690411177,18.09882366,-32.53093551,0,-37.92720171,2.887436533,-0.840420057,5.742537193,3.769403173,16.28187019,50.94890603,-5.916850686
0.48,-0.99461887,-5.735991853,1000,-1.753200244,18.58047,-30.85112846,0,-36.02540793,2.933090855,-1.710124111,5.048006237,3.891671847,16.82977717,49.77036773,-5.673353223
0.485,-1.888236612,-5.926992503,1000,-1.813592458,19.04266721,-29.1272265,0,-34.0927432,2.985937417,-2.595035098,4.344645217,4.020541562,17.36102258,48.51960017,-5.436954747
0.49,-2.795475615,-6.122625396,1000,-1.871585394,19.48402391,-27.36010025,0,-32.1301704,3.044579302,-3.494686914,3.633676171,4.156951885,17.87414051,47.19429435,-5.208870816
0.495,-3.716055282,-6.323633258,1000,-1.927172069,19.90309619,-25.55047897,0,-30.13871781,3.1073869,-4.408563637,2.916053439,4.301651101,18.36773701,45.79230365,-4.990564155
0.5,-4.649696246,-6.530601202,1000,-1.980340425,20.29847756,-23.69900485,0,-28.11956472,3.17264148,-5.336091877,2.192462403,4.455192024,18.84058894,44.31188497,-4.783719505
0.505,-5.596110105,-6.74396037,1000,-2.03107336,20.66890318,-21.80630533,0,-26.07410602,3.238645762,-6.276584432,1.463363721,4.61793726,19.29176221,42.75196647,-4.590183612
0.51,-6.554944005,-6.964001744,1000,-2.079353661,21.01335529,-19.87308625,0,-24.00399103,3.303780932,-7.229132126,0.72909468,4.790073767,19.72073583,41.11242728,-4.411866962
0.515,-7.525696011,-7.190910116,1000,-2.1251746,21.33116608,-17.90024316,0,-21.91112933,3.36652367,-8.19248486,-0.009981439,4.971648956,20.12750657,39.3943785,-4.250605915
0.52,-8.507610665,-7.424820234,1000,-2.168554733,21.62210973,-15.88897938,0,-19.79768529,3.425414656,-9.164932804,-0.753287826,5.162622874,20.51266761,37.60041889,-4.108021157
0.525,-9.499569553,-7.665881772,1000,-2.20955621,21.88648858,-13.8409255,0,-17.66607269,3.479016308,-10.14422147,-1.499838469,5.362926442,20.87745426,35.73485424,-3.985390009
0.53,-10.499986,-7.914317518,1000,-2.248295933,22.12520591,-11.75826173,0,-15.51893212,3.525885744,-11.12750973,-2.248060731,5.572518918,21.22375075,33.80386263,-3.883512892
0.535,-11.50672,-8.170463564,1000,-2.28495853,22.33981528,-9.643843182,0,-13.35909667,3.564577738,-12.11137381,-2.995663624,5.791427313,21.55406283,31.81558387,-3.802576747
0.54,-12.51702081,-8.434790798,1000,-2.319807472,22.53252953,-7.501318319,0,-11.18956505,3.593692327,-13.09186214,-3.7395595,6.019762696,21.87144158,29.78009521,-3.742042911
0.545,-13.52751306,-8.707903838,1000,-2.353195001,22.70619109,-5.335231692,0,-9.013475949,3.611956544,-14.06459901,-4.475856,6.257713216,22.17937303,27.70926855,-3.700557358
0.55,-14.53423182,-8.990523141,1000,-2.385572103,22.86419197,-3.151110922,0,-6.834085107,3.61833248,-15.0249391,-5.19991493,6.505516714,22.4816202,25.61650976,-3.675876837
0.555,-15.53271718,-9.283450645,1000,-2.417499095,23.01033044,-0.95553064,0,-4.65475512,3.612149477,-15.96817954,-5.906484629,6.76341804,22.78199938,23.51638107,-3.664821917
0.56,-16.51816253,-9.587512897,1000,-2.449658448,23.14859851,1.243833942,0,-2.478960271,3.593231652,-16.88980136,-6.589905243,7.031595422,23.08409612,21.42413826,-3.66324539
0.565,-17.48561758,-9.903498659,1000,-2.482869842,23.28291942,3.438158142,0,-0.310325668,3.561984477,-17.78571003,-7.244369655,7.310078431,23.39096289,19.35523788,-3.666031495
0.57,-18.43022929,-10.23210259,1000,-2.518103307,23.41685547,5.617430355,0,1.847273734,3.519424997,-18.6524503,-7.864212882,7.598673172,23.70482118,17.32486239,-3.667159941
0.575,-19.34751199,-10.57388484,1000,-2.556492375,23.55334271,7.770451213,0,3.989541558,3.467160104,-19.48739556,-8.444214116,7.89690646,24.02681509,15.34752021,-3.659873872
0.58,-20.23362102,-10.92925217,1000,-2.599341689,23.69449237,9.884892508,0,6.111482961,3.407338308,-20.28891235,-8.979883169,8.203993416,24.35683306,13.4367437,-3.637006401
0.585,-21.08561768,-11.29846392,1000,-2.648134471,23.84149206,11.94744924,0,8.207014267,3.342594255,-21.05651623,-9.467718309,8.518830111,24.69340982,11.60488057,-3.591496255
0.59,-21.90169056,-11.68165599,1000,-2.704529536,23.99463078,13.9441068,0,10.26850197,3.275994185,-21.79100245,-9.905409577,8.840013775,25.0337282,9.862972498,-3.517078311
0.595,-22.68129754,-12.0788836,1000,-2.770348081,24.15348077,15.8604833,0,12.28636016,3.210975798,-22.49452059,-10.29195211,9.165895682,25.37376987,8.220773948,-3.408991565
0.6,-23.42518806,-12.49016783,1000,-2.847545932,24.31727327,17.68216805,0,14.24884994,3.151258863,-23.17053098,-10.6276438,9.494649106,25.7086971,6.686999933,-3.264491134
0.605,-24.13528351,-12.91553638,1000,-2.938175449,24.48545389,19.39501964,0,16.14215786,3.100705777,-23.82360311,-10.91395278,9.82434174,26.03349106,5.269821811,-3.083064085
0.61,-24.81442522,-13.35505415,1000,-3.0443464,24.65827104,20.98543976,0,17.95075766,3.063129986,-24.45906666,-11.15326505,10.1529997,26.34371186,3.977462903,-2.866361004
0.615,-25.46603295,-13.8088387,1000,-3.168194425,24.83714649,22.44069761,0,19.65797827,3.042067457,-25.08256361,-11.34855724,10.47865342,26.63611694,2.818575686,-2.617984385
0.62,-26.09372739,-14.2770697,1000,-3.311857582,25.02464153,23.74930261,0,21.24667352,3.040529574,-25.69956635,-11.50303507,10.79936881,26.90891255,1.802188387,-2.343225695
0.625,-26.700964,-14.75999678,1000,-3.477458587,25.22399948,24.90142259,0,22.69993054,3.060763599,-26.3149276,-11.61977791,11.11327365,27.16156947,0.937158135,-2.048805941
0.63,-27.29070038,-15.25794669,1000,-3.667093708,25.43838326,25.88931123,0,24.00176618,3.104076245,-26.93250635,-11.70140893,11.41857758,27.39428136,0.231247579,-1.742632674
0.635,-27.86510878,-15.77133382,1000,-3.88283071,25.67001397,26.70772721,0,25.13780568,3.170735002,-27.55487823,-11.74979915,11.71358878,27.6072748,-0.30996649,-1.43356045
0.64,-28.42533826,-16.30066945,1000,-4.126728843,25.9193321,27.35426542,0,26.09594964,3.259948291,-28.18313212,-11.76581519,11.9967044,27.80008455,-0.684169639,-1.131062139
0.645,-28.9713479,-16.84656664,1000,-4.40088633,26.18441547,27.82957377,0,26.86704011,3.369902741,-28.81675782,-11.74913905,12.26636897,27.97101729,-0.893122302,-0.844771501
0.65,-29.50183675,-17.40973307,1000,-4.707522249,26.46083821,28.13742022,0,27.44538623,3.49782801,-29.4536291,-11.69819654,12.52098465,28.11700227,-0.942983679,-0.584003907
0.655,-30.01428139,-17.99096041,1000,-5.049075621,26.7419323,28.28458109,0,27.82907086,3.64010001,-30.0900926,-11.61019769,12.75880073,28.23379613,-0.844148579,-0.357313778
0.66,-30.50506981,-18.59111298,1000,-5.428295042,27.01933407,28.28055237,0,28.01999978,3.792385766,-30.72114328,-11.48127168,12.97780837,28.31643882,-0.610705059,-0.172139145
0.665,-30.96970218,-19.21111315,1000,-5.848303536,27.28372791,28.13711142,0,28.02368848,3.949816142,-31.34064874,-11.30666802,13.17565519,28.35989096,-0.259597944,-0.034569257
0.67,-31.40302521,-19.85192031,1000,-6.312641669,27.52570871,27.86777312,0,27.84880716,4.107150479,-31.94156725,-11.0809908,13.34957682,28.35979265,0.190411199,0.050740116
0.675,-31.79947517,-20.51450233,1000,-6.825296533,27.73666903,27.48718453,0,27.50660344,4.258989535,-32.51617744,-10.79844147,13.49633708,28.31318458,0.71988722,0.080582274
0.68,-32.15330919,-21.19980094,1000,-7.390717627,27.90957585,27.01050485,0,27.01033404,4.400083114,-33.0563509,-10.45304873,13.61217877,28.21902234,1.309835299,0.053233452
0.685,-32.45881266,-21.90870148,1000,-8.01381778,28.03953566,26.45280288,0,26.37488314,4.525755273,-33.55388305,-10.03886566,13.6927967,28.07837961,1.942695904,-0.031342972
0.69,-32.71047033,-22.64200888,1000,-8.699959297,28.12406858,25.82854116,0,25.61605075,4.632399021,-34.00082332,-9.550122204,13.733335,27.89435175,2.60308812,-0.171720836
0.695,-32.9030906,-23.40043316,1000,-9.454907395,28.1630901,25.15112018,0,24.75014446,4.717877699,-34.38969789,-8.981326814,13.72842911,27.67179958,3.278304927,-0.364972262
0.7,-33.03187784,-24.18457905,1000,-10.28475507,28.15869444,24.43243452,1000,23.79323618,4.781800589,-34.71359238,-8.327321988,13.6722832,27.4170433,3.958677586,-0.606954104
0.705,-33.09246208,-24.99493305,1000,-11.19582575,28.11483877,23.68245907,1000,22.76024455,4.825686109,-34.96619534,-7.583314364,13.55875466,27.13750688,4.637845843,-0.892787017
0.71,-33.08091165,-25.83184543,1000,-12.19453762,28.0369662,22.90890791,1000,21.66423135,4.852994792,-35.14189291,-6.744910987,13.38146903,26.84127302,5.3128848,-1.217180252
0.715,-32.9937438,-26.69551031,1000,-13.28722333,27.93156909,22.11705182,1000,20.51650482,4.868926943,-35.23584924,-5.808171104,13.1339797,26.53657739,5.984179458,-1.574104737
0.72,-32.82794392,-27.58594151,1000,-14.47988912,27.80558853,21.30985289,1000,19.32746544,4.879869739,-35.24399768,-4.769679239,12.80998393,26.23119439,6.654783067,-1.956048425
0.725,-32.58099545,-28.50297499,1000,-15.77792141,27.66574709,20.48847332,1000,18.10789339,4.892594295,-35.16297424,-3.626607589,12.40362217,25.93179295,7.329297063,-2.353223955
0.73,-32.25094235,-29.44625844,1000,-17.18571616,27.51795978,19.65301299,1000,16.86983569,4.913354637,-34.99008161,-2.376827734,11.9098435,25.64336154,8.012560457,-2.753433295
0.735,-31.83651195,-30.41523069,1000,-18.70625413,27.36689183,18.80325969,1000,15.62657463,4.947042855,-34.72335724,-1.01908837,11.3248052,25.36875126,8.708431818,-3.142897394
