time,pelvis_pitch_deg,head_pitch_deg,thigh_pitch_lt_deg,shank_pitch_lt_deg,contact_lt,foot_pitch_lt_deg,thigh_pitch_rt_deg,shank_pitch_rt_deg,contact_rt,foot_pitch_rt_deg,lumbar_flexion_deg,hip_flexion_lt_deg,knee_flexion_lt_deg,ankle_dorsiflexion_lt_deg,hip_flexion_rt_deg,knee_flexion_rt_deg,ankle_dorsiflexion_rt_deg
0,1.38694998,4.471325975,-14.34453084,-20.2189965,1000,-4.687025258,22.14885083,17.83314044,0,23.77617868,1.443114741,-15.75361079,5.848603471,15.52595916,21.15974452,4.291743542,6.064035785
0.005,1.442362855,4.565403413,-14.82302252,-20.82239621,1000,-5.037675366,22.3569301,19.0306789,0,25.31842036,1.511571584,-16.28336543,5.963171172,15.78355133,21.37067178,3.340957361,6.40372863
0.01,1.491369477,4.659702333,-15.28051263,-21.44333007,1000,-5.430698893,22.58868594,20.0597334,0,26.6829892,1.569236912,-16.78581688,6.114359786,16.01687138,21.60698556,2.588585718,6.732281226
0.015,1.532373924,4.753720084,-15.71356557,-22.08295577,1000,-5.870362613,22.83457093,20.9149411,0,27.85515225,1.614126159,-17.25629659,6.306612479,16.22278983,21.85847065,2.027239017,7.040856042
0.02,1.564159743,4.847041132,-16.11871081,-22.74253584,1000,-6.361095477,23.08382185,21.59381389,0,28.8225996,1.6448736,-17.6904875,6.544592775,16.39809743,22.11373728,1.645076886,7.32017226
0.025,1.585911018,4.939339894,-16.49249829,-23.42339399,1000,-6.90756451,23.32555878,22.09711729,0,29.57589122,1.66068932,-18.08446391,6.833109939,16.53938922,22.36143782,1.426927765,7.56049952
0.03,1.597210783,5.030389431,-16.83150655,-24.12687532,1000,-7.514764092,23.54959597,22.42902497,0,30.10876111,1.661234393,-18.4346638,7.177086344,16.64294081,22.59113035,1.35529996,7.751759546
0.035,1.598022442,5.120068737,-17.13231887,-24.85431738,1000,-8.188095372,23.74675233,22.59708417,0,30.41839538,1.64647055,-18.7378216,7.581553668,16.70460615,22.79357475,1.410999959,7.883840043
0.04,1.588660904,5.208361556,-17.39148152,-25.60702748,1000,-8.933425569,23.90889924,22.61205541,0,30.50576612,1.616565329,-18.99088749,8.051657379,16.71974264,22.96072419,1.573528101,7.947131199
0.045,1.569763336,5.295343551,-17.60547218,-26.38625211,1000,-9.75710292,24.02909969,22.48762832,0,30.37591794,1.571889423,-19.19097177,8.59262809,16.68317351,23.08578942,1.821610183,7.933142443
0.05,1.542250329,5.381154084,-17.77070065,-27.19313414,1000,-10.66592162,24.10185455,22.23999546,0,30.03804772,1.513095641,-19.33532515,9.209698375,16.58918834,23.16342545,2.133888211,7.835028593
0.055,1.507269453,5.465955198,-17.88352272,-28.0286644,1000,-11.66702251,24.12325655,21.88723368,0,29.50522218,1.441242644,-19.42132272,9.907996812,16.43160141,23.18986314,2.489610342,7.647918327
0.06,1.466124621,5.549884096,-17.94027322,-28.89363256,1000,-12.7677287,24.09096111,21.44850025,0,28.7937506,1.357933381,-19.44645634,10.69242517,16.20387317,23.16289759,2.869236343,7.3690711
0.065,1.420209373,5.63300535,-17.93731541,-29.78858514,1000,-13.9753036,24.00402368,20.94302823,1000,27.92243302,1.265447656,-19.40834589,11.56753489,15.89931575,23.08175308,3.255044287,6.998121453
0.07,1.370961755,5.715279179,-17.87111019,-30.71379144,1000,-15.29662704,23.86274869,20.3889042,1000,26.91181901,1.166819283,-19.30478679,12.53740509,15.51138841,22.94693803,3.631934271,6.53757533
0.075,1.319836762,5.796545274,-17.73830868,-31.66921023,1000,-16.73780519,23.66866142,19.80175146,1000,25.78366372,1.065796952,-19.13383063,13.6055153,15.03406245,22.76019644,3.988450046,5.99360392
0.08,1.268270761,5.876514023,-17.53588817,-32.65444676,1000,-18.30371991,23.42463287,19.19376181,1000,24.56031937,0.9666746202,-18.89389132,14.77458571,14.46224075,22.52460238,4.317600526,5.376431091
0.085,1.217629042,5.954777564,-17.26133957,-33.66871144,1000,-19.99753254,23.13514232,18.57326176,1000,23.26438235,0.8739910048,-18.5838758,16.04638631,13.79222706,22.24478877,4.61732507,4.700410469
0.09,1.169187786,6.030849935,-16.91289174,-34.71076573,1000,-21.82016613,22.80662669,17.94498883,1000,21.91847443,0.7921629606,-18.20337935,17.42151084,13.02220771,21.92721821,4.890441726,3.983501679
0.095,1.12415429,6.104230998,-16.48974548,-35.77884689,1000,-23.76979873,22.44775976,17.31102197,1000,20.5447755,0.7250762272,-17.75292378,18.89912733,12.15270514,21.58035044,5.144007055,3.245832979
0.1,1.08366586,6.174479684,-15.9922939,-36.87054765,1000,-25.84137953,22.06948018,16.67192765,1000,19.16430832,0.6756500416,-17.23415765,20.47669897,11.1869678,21.21460783,5.388299904,2.507810211
0.105,1.048746451,6.241271665,-15.42230065,-37.98266006,1000,-28.02619904,21.68449892,16.02761388,1000,17.79604581,0.6454849951,-16.64997259,22.14970733,10.13127125,20.84191,5.63562815,1.788368818
0.11,1.020224938,6.304428927,-14.78297747,-39.11102214,1000,-30.31148395,21.30601903,15.37774844,1000,16.4563806,0.6347729343,-16.00448516,23.91146885,8.995190839,20.47450709,5.898801959,1.104045992
0.115,0.9986143877,6.363926348,-14.07890669,-40.25040644,1000,-32.68019997,20.9457971,14.72186478,1000,15.15912908,0.6424570798,-15.30283123,25.75313346,7.791689046,20.12322497,6.189242441,0.4689137125
0.12,0.9839981231,6.419855931,-13.31580859,-41.39447474,1000,-35.11116848,20.61208606,14.05941174,1000,13.91573665,0.6665613919,-14.55081601,27.66388891,6.536924587,19.79559954,6.514989515,-0.1052281245
0.125,0.9759614298,6.472383456,-12.50021601,-42.53579593,1000,-37.57940261,20.30819818,13.38985046,1000,12.7353455,0.7045428604,-13.75451244,29.63130441,5.249864798,19.49458191,6.879236506,-0.6088509894
0.13,0.9735774586,6.521704232,-11.63907844,-43.66591179,1000,-40.05669023,20.03219943,12.71284673,1000,11.62474155,0.7535565458,-12.91983133,31.64177727,3.951648222,19.21829913,7.279854067,-1.034922318
0.135,0.9754510763,6.568004209,-10.73932073,-44.7754418,1000,-42.51229434,19.77774624,12.0285046,1000,10.58845788,0.8106084796,-12.05208994,33.68104176,2.664805456,18.96087569,7.709987324,-1.379032918
0.14,0.9798373641,6.61142813,-9.807434258,-45.85424838,1000,-44.91382349,19.53568004,11.33754732,1000,9.62905375,0.8726670766,-11.1556774,35.73467117,1.412301914,18.71393227,8.159455583,-1.639311629
0.145,0.9848110859,6.652054343,-8.849199089,-46.89168598,1000,-47.22796013,19.29591221,10.64135987,1000,8.747345059,0.9367893694,-10.23390559,37.78847518,0.2167462603,18.46834513,8.616588711,-1.816259569
0.15,0.9884548519,6.68987219,-7.869577954,-47.87698003,1000,-49.42113964,19.04908327,9.941906326,1000,7.942599542,1.000277169,-9.289069831,39.82877581,-0.9002651925,18.21579939,9.069973597,-1.912497992
0.155,0.9890348155,6.724762636,-6.872753882,-48.79973148,0,-51.4603258,18.78768127,9.241601027,1000,7.212672485,1.060827406,-8.322674327,41.84258513,-1.91876573,17.94983925,9.509707196,-1.932529833
0.16,0.9851432896,6.756483035,-5.862278189,-49.65043887,0,-53.31387069,18.50657583,8.543201358,1000,6.554201426,1.116652158,-7.335774787,43.81765404,-2.820991909,17.66636661,9.928029926,-1.882463605
0.165,0.9758200679,6.784663872,-4.841279049,-50.420997,0,-54.9528224,18.20300337,7.849705333,1000,5.962869901,1.166593153,-6.329391478,45.74246134,-3.592175114,17.36357205,10.31937899,-1.769674773
0.17,0.9606419135,6.808822451,-3.812665083,-51.10507279,0,-56.35264357,17.87615175,7.164219901,1000,5.433728726,1.21021604,-5.304904354,47.60619003,-4.221467243,17.04142375,10.680041,-1.602378093
0.175,0.9397589804,6.828391171,-2.779269523,-51.69830301,0,-57.49545709,17.52655074,6.489796132,1000,4.961512275,1.247829509,-4.26434165,49.39875094,-4.703088919,16.70093338,11.00762553,-1.389161405
0.18,0.9138567004,6.842754126,-1.743913686,-52.19824519,0,-58.3723461,17.15544026,5.829249199,1000,4.540818218,1.280378815,-3.210503847,51.11083362,-5.037386069,16.34341458,11.3005373,-1.138620601
0.185,0.8840436406,6.851278444,-0.7093974598,-52.60406967,0,-58.98478322,16.7642721,5.184981635,1000,4.16623695,1.309222974,-2.146918069,52.73395083,-5.231175649,15.96993595,11.557613,-0.8590238455
0.19,0.8516786761,6.853332999,0.3215306846,-52.91608083,0,-59.34462134,16.35445469,4.558846183,1000,3.83244228,1.335856448,-1.077677773,54.26043598,-5.297173924,15.581115,11.77801173,-0.5580368805
0.195,0.8181900918,6.848298199,1.346189487,-53.13524778,0,-59.47199671,15.92731379,3.95208416,1000,3.534303384,1.361661829,-0.007250439185,55.68342625,-5.251939288,15.17719974,11.96129447,-0.2424954228
0.2,0.7849193695,6.835577327,2.361969635,-53.26279722,0,-59.39226977,15.48414008,3.365362839,1000,3.266987972,1.387740677,1.059718936,56.99683724,-5.113473259,14.75827711,12.10752256,0.08171529249
0.205,0.7530116846,6.814620404,3.366347319,-53.29997578,0,-59.1329653,15.02622053,2.798887246,1000,3.025989771,1.414813248,2.118601691,58.19537018,-4.89927699,14.3244634,12.21727281,0.4096274998
0.21,0.7233647133,6.784958041,4.356940344,-53.24803362,0,-58.72110634,14.55478835,2.252551709,1000,2.807176619,1.44317264,3.164988437,59.27460304,-4.624995978,13.87597214,12.29151794,0.7371291139
0.215,0.6966336661,6.746247914,5.331604775,-53.10837108,0,-58.18134125,14.07090147,1.726070494,1000,2.60683138,1.472686542,4.194886913,60.23115533,-4.303829869,13.41304806,12.33143192,1.060899439
0.22,0.6732663841,6.698321844,6.28853966,-52.88274059,0,-57.53485849,13.57529758,1.219053705,1000,2.421675203,1.502808341,5.204892248,61.06285574,-3.94659309,12.93582944,12.33819892,1.378358631
0.225,0.6535367876,6.641223153,7.226339164,-52.57340121,0,-56.79886831,13.06829418,0.7310244026,1000,2.248865336,1.532614273,6.192288281,61.7688188,-3.562130834,12.44423739,12.31289924,1.687624905
0.23,0.6375696706,6.575229621,8.143972076,-52.18313077,0,-55.98648359,12.54976505,0.2613944454,1000,2.085952405,1.560884305,7.155060551,62.34938125,-3.157854909,11.93793354,12.25648773,1.987449501
0.235,0.6253714654,6.500857407,9.040687903,-51.71510038,0,-55.10687835,12.01919446,-0.1905726729,1000,1.930836509,1.58624518,8.091804723,62.80591408,-2.740190194,11.41633808,12.16983881,2.277146999
0.24,0.6168719096,6.418847641,9.915887972,-51.17268354,0,-54.16567174,11.47577149,-0.62578802,1000,1.781732381,1.607363342,9.001565071,63.14059788,-2.314818613,10.87867126,12.05380084,2.556516444
0.245,0.6119610413,6.33013482,10.76900034,-50.55926221,0,-53.16551084,10.9184898,-1.045338162,1000,1.637136391,1.623132955,9.883662128,63.35622727,-1.886722558,10.32400397,11.90921899,2.825742101
0.25,0.6105186099,6.235804506,11.59938641,-49.87806963,0,-52.10678902,10.34624509,-1.450455761,1000,1.495798192,1.632816814,10.73754528,63.4560669,-1.460088373,9.751316326,11.73692608,3.085280077
0.255,0.612436848,6.137042324,12.40628767,-49.13207547,0,-50.98842514,9.757935632,-1.842466888,1000,1.356703709,1.63612889,11.56268323,63.44373847,-1.038180893,9.159570113,11.53772504,3.335750373
0.26,0.6176341898,6.035083894,13.188815,-48.32389641,0,-49.80861088,9.152558405,-2.222733229,1000,1.219057549,1.633241985,12.35850145,63.3231118,-0.6232817399,8.547789831,11.31238267,3.577843487
0.265,0.6260610159,5.93116953,13.94594342,-47.45572422,0,-48.56544772,8.529296853,-2.592605326,1000,1.082275506,1.624732665,13.12433203,63.09815873,-0.2167369896,7.915146019,11.06165021,3.812267386
0.27,0.6377013484,5.82650386,14.67652175,-46.52926509,0,-47.25742457,7.887598781,-2.953401993,1000,0.9459815707,1.611492273,13.85938373,62.77279032,0.1808842436,7.261033735,10.78632315,4.039741332
0.275,0.6525648977,5.722222331,15.37929965,-45.54568623,0,-45.88372352,7.227244498,-3.306408487,1000,0.8100037994,1.594626353,14.56274255,62.35069435,0.5695466743,6.585151206,10.48732645,4.261017739
0.28,0.6706679806,5.619363337,16.05296504,-44.50557222,0,-44.44436405,6.548399783,-3.652880548,1000,0.6743630325,1.575354732,15.23339885,61.83518273,0.9494676262,5.887574719,10.16580222,4.476909553
0.285,0.6920039427,5.518847569,16.69618295,-43.40889931,0,-42.94022043,5.851651647,-3.994040416,1000,0.5392535358,1.554924836,15.8702919,61.22905222,1.32083572,5.168827639,9.823178053,4.688305395
0.29,0.7165015383,5.421463373,17.30763281,-42.25503902,0,-41.37294614,5.138027675,-4.33105962,1000,0.4050182597,1.534529839,16.47237054,60.53446818,1.683567334,4.429946574,9.461207673,4.896168567
0.295,0.7439821001,5.327858992,17.88604241,-41.04279927,0,-39.74484337,4.4090002,-4.665040105,1000,0.2721126651,1.515238598,17.03865727,59.75288125,2.037123343,3.672535231,9.081993661,5.101524521
0.3,0.7741219182,5.238540816,18.43022162,-39.77051236,0,-38.05870425,3.666481834,-4.997000608,1000,0.1410654107,1.497928462,17.56831224,58.88498899,2.380401859,2.898805072,8.688004041,5.305450055
0.305,0.8064332202,5.15387488,18.93908253,-38.4361771,0,-36.31764896,2.912810439,-5.327869394,1000,0.01242934249,1.483232893,18.06067065,57.93074896,2.711720768,2.111585708,8.28207987,5.509055748
0.31,0.840267801,5.074094181,19.41167176,-37.03763908,0,-34.52497084,2.15072716,-5.658482749,1000,-0.1132698049,1.47150945,18.51527426,56.88946682,3.028885571,1.314302538,7.867434706,5.713463874
0.315,0.8748412537,4.999311405,19.84720521,-35.57279104,0,-32.68399831,1.383339612,-5.98958957,1000,-0.2355794645,1.462818189,18.93188947,55.75994545,3.329327357,0.5109138847,7.447635934,5.919784889
0.32,0.9092732348,4.929536394,20.2451138,-34.0397761,0,-30.79798312,0.6140599237,-6.3218663,1000,-0.3541579996,1.456931714,19.31052515,54.54069549,3.6102899,-0.2941992622,7.026561022,6.129097326
0.325,0.9426402881,4.864698999,20.60508438,-32.43718575,0,-28.87001814,-0.1534871042,-6.655941607,1000,-0.4688015168,1.453375288,19.65143875,53.23018522,3.869050376,-1.096391751,6.608323763,6.342433105
0.33,0.9740358801,4.804670143,20.9270904,-30.76423828,0,-26.90299733,-0.9155903433,-6.992421443,1000,-0.5794574375,1.451500989,19.9551307,51.82710459,4.103136661,-1.89095851,6.197158275,6.56076272
0.335,1.002637948,4.749282791,21.21140992,-29.0209321,0,-24.89960999,-1.66860932,-7.331908209,1000,-0.6862288123,1.450578504,20.222324,50.33062721,4.310529696,-2.673377162,5.797262285,6.784974226
0.34,1.027772472,4.698350875,21.45862147,-27.20816404,0,-22.86237439,-2.40915771,-7.675012315,1000,-0.7893641746,1.449883189,20.45392991,48.74064224,4.489822641,-3.439568794,5.41260697,7.01585371
0.345,1.048962888,4.651687466,21.66959457,-25.32781555,0,-20.79370001,-3.134299389,-8.022352473,1000,-0.8892421577,1.448764465,20.65102265,47.05796364,4.640336122,-4.186148565,5.04672806,7.254060372
0.35,1.06596997,4.609117041,21.84547788,-23.3828223,0,-18.69596927,-3.841732067,-8.374551738,1000,-0.9863503733,1.446696804,20.8148186,45.28452302,4.762201483,-4.910643574,4.702532031,7.500108852
0.355,1.078830246,4.570482994,21.98768986,-21.37724054,0,-16.57162944,-4.529926601,-8.732228463,1000,-1.081270159,1.443330177,20.94665361,43.42355432,4.856423305,-5.611654756,4.382147702,7.754349636
0.36,1.087891497,4.535652796,22.09792362,-19.31631604,0,-14.42328583,-5.198198682,-9.095983431,1000,-1.174667825,1.438537639,21.04796916,41.47978222,4.924930047,-6.288942175,4.086845258,8.016949563
0.365,1.093834172,4.504519971,22.17815968,-17.20653147,0,-12.25379156,-5.846699689,-9.466391328,1000,-1.267288936,1.432452541,21.12031095,39.45958377,4.97059209,-6.943415587,3.817040553,8.287882574
0.37,1.097657646,4.477004056,22.23069395,-15.05562988,0,-10.06634289,-6.476319499,-9.844001851,1000,-1.359960458,1.425463047,21.16536714,37.37112722,4.997196609,-7.577008341,3.572394815,8.566929337
0.375,1.100624188,4.453051524,22.25817656,-12.87260849,0,-7.864586869,-7.088513119,-10.22935475,1000,-1.453604402,1.418170894,21.1850489,35.22447905,5.009366946,-8.192443247,3.352001369,8.85368651
0.38,1.104157546,4.432634243,22.26366283,-10.66768375,0,-5.652754567,-7.685082587,-10.62300536,1000,-1.549253798,1.411318461,21.18161718,33.03168314,5.012414023,-8.792918839,3.15462565,9.147588375
0.385,1.109715622,4.415748768,22.25068111,-8.45220449,0,-3.435815035,-8.267954891,-11.02555349,1000,-1.648076507,1.405691431,21.1578412,30.80679421,5.012101594,-9.381772969,2.978952855,9.447927096
0.39,1.118658988,4.402410892,22.22330847,-6.238484722,0,-1.219643246,-8.838994459,-11.43766104,1000,-1.751398864,1.402004302,21.11715916,28.56582694,5.014305759,-9.96217925,2.82379116,9.753862984
0.395,1.13213159,4.392649944,22.18622201,-4.039577028,0,0.9888232433,-9.399870517,-11.86005156,1000,-1.86072411,1.40079086,21.06379487,26.32660663,5.024620641,-10.53690841,2.688204262,10.06442258
0.4,1.150972297,4.386501632,22.1446943,-1.869012014,0,3.18148375,-9.951985556,-12.29348768,1000,-1.977732252,1.402327703,21.00278309,24.10850711,5.047989006,-11.10817644,2.571562064,10.37849148
0.405,1.1756643,4.38400141,22.10451025,0.2594788922,0,5.349059187,-10.49645612,-12.73873389,1000,-2.104267933,1.406605082,20.93987751,21.93206027,5.08841234,-11.67757682,2.473523828,10.69480214
0.41,1.206323894,4.38517553,22.07180656,2.332248463,0,7.48117114,-11.03412353,-13.19651619,1000,-2.242323346,1.413343332,20.88134474,19.81843779,5.14876107,-12.24607696,2.393986836,11.01192117
0.415,1.242721919,4.39003402,22.05284113,4.335998474,0,9.566492257,-11.56557326,-13.66749176,1000,-2.394001857,1.422044038,20.83366337,17.78883012,5.230686616,-12.81405358,2.333033967,11.32826289
0.42,1.284329543,4.398562386,22.05367696,6.257992745,0,11.59292583,-12.09112967,-14.15223226,1000,-2.561480133,1.432064752,20.80312705,15.86373498,5.334617299,-13.3813282,2.290916565,11.64211551
0.425,1.330369726,4.410717292,22.07976189,8.086140846,0,13.54776687,-12.61082663,-14.65122728,1000,-2.746978856,1.442694557,20.79536058,14.06222894,5.459858978,-13.94718758,2.268079624,11.95167711
0.43,1.379862272,4.426431757,22.13541006,9.808938887,0,15.41781477,-13.12436182,-15.16490595,1000,-2.952758907,1.453212482,20.81477901,12.40127784,5.604776458,-14.51038613,2.265219948,12.25508058
0.435,1.431656965,4.445623726,22.22321211,11.41538618,0,17.18942061,-13.63105479,-15.69366368,1000,-3.181140292,1.462916108,20.86403081,10.89504354,5.76691553,-15.06914583,2.283345424,12.55039553
0.44,1.484463501,4.468206901,22.34344809,12.89498129,0,18.84851119,-14.12982534,-16.23788638,1000,-3.434537632,1.471133975,20.94348989,9.5541972,5.943005524,-15.62117729,2.323812469,12.83561175
0.445,1.536896439,4.49409896,22.4936551,14.23783156,0,20.38067974,-14.6191872,-16.79797239,1000,-3.715501644,1.477233784,21.05091156,8.385371444,6.128900639,-16.1637332,2.388348744,13.10861448
0.45,1.587546119,4.523222636,22.66854165,15.43488555,0,21.77144643,-15.0972473,-17.37436163,1000,-4.026742781,1.480653485,21.18140596,7.390928169,6.319556688,-16.69369071,2.479082008,13.36718826
0.455,1.635068341,4.555499657,22.86036842,16.47827621,0,23.00673944,-15.56171456,-17.9675704,1000,-4.371139963,1.480959712,21.32783617,6.569161569,6.509111923,-17.20765456,2.598572858,13.60904425
0.46,1.67825727,4.590836431,23.05972408,17.36175283,0,24.07358811,-16.00992695,-18.57821644,1000,-4.751738974,1.477894584,21.48159547,5.914859763,6.691094878,-17.70204931,2.749830059,13.83184935
0.465,1.716079953,4.62911045,23.2564974,18.08117318,0,24.96089994,-16.43891055,-19.20702791,1000,-5.17175687,1.47137035,21.63357766,5.420019719,6.85867049,-18.17319053,2.936287876,14.03323198
0.47,1.747683806,4.670159941,23.44078605,18.63501292,0,25.66015727,-16.8454762,-19.8548347,1000,-5.63462062,1.461404733,21.7750625,5.074466075,7.004816201,-18.61735316,3.161736796,14.21072922
0.475,1.772391319,4.713779414,23.60354591,19.02479533,0,26.16587967,-17.22633976,-20.52255943,1000,-6.144017132,1.448018939,21.89830737,4.86624682,7.122377969,-19.03084342,3.430232622,14.36171699
0.48,1.789701416,4.75972438,23.73697972,19.25535762,0,26.47582754,-17.57823278,-21.21120816,1000,-6.703972048,1.431158257,21.99683628,4.781866939,7.204059542,-19.41006998,3.746008876,14.48331221
0.485,1.799302327,4.807718808,23.83470062,19.33492986,0,26.59102192,-17.89796535,-21.92186389,1000,-7.31893047,1.410670546,22.06547429,4.806408264,7.242424642,-19.75159177,4.113426678,14.57227582
0.49,1.801086532,4.857462052,23.89169196,19.27502303,0,26.51565157,-18.18243054,-22.65567432,1000,-7.993834338,1.386350357,22.10018056,4.923567171,7.229964081,-20.05213144,4.536958528,14.62491417
0.495,1.795150381,4.908630851,23.90416332,19.0901212,0,26.25690164,-18.4285658,-23.41383408,1000,-8.734184415,1.358034783,22.09782241,5.115732419,7.15925073,-20.30855496,5.021187796,14.63699308
0.5,1.781781051,4.960877883,23.86939256,18.79714702,0,25.82469405,-18.63328748,-24.19755217,1000,-9.546062774,1.325742807,22.05599129,5.364236015,7.023200265,-20.51783051,5.570801853,14.60368062
0.505,1.761447969,5.013827599,23.78561553,18.41470091,0,25.2313536,-18.79342112,-25.00799749,1000,-10.43610215,1.289837667,21.97290429,5.64985712,6.815462144,-20.67699486,6.190558687,14.51952584
0.51,1.734817785,5.067073355,23.65196804,17.96210419,0,24.49124356,-18.90564016,-25.84623154,1000,-11.41139633,1.251197482,21.8473633,5.953578824,6.530976611,-20.78314758,6.885235756,14.37848856
0.515,1.702794735,5.120173371,23.46851129,17.45823392,0,23.62039239,-18.96643447,-26.71313523,1000,-12.47934114,1.211372468,21.67878607,6.257661027,6.166751026,-20.83348863,7.65955653,14.1740372
0.52,1.666554717,5.172644852,23.23639246,16.92019242,1000,22.63631599,-18.97212433,-27.60934344,1000,-13.64740399,1.172678944,21.46737692,6.547049631,5.723023309,-20.82537975,8.518096985,13.89932937
0.525,1.627548905,5.223963048,22.95812281,16.36204181,1000,21.55736104,-18.91894394,-28.5351928,1000,-14.92281735,1.138185607,21.21443125,6.810873186,5.203894935,-20.7564301,9.46515362,13.54748302
0.53,1.587469546,5.27356892,22.63791182,15.7939596,1000,20.40259115,-18.80320345,-29.49068183,1000,-16.31221752,1.111567933,20.92271127,7.043581075,4.61808024,-20.62461076,10.50456002,13.11191568
0.535,1.548179489,5.320908945,22.2819979,15.22199848,1000,19.19134105,-18.62149752,-30.47543252,1000,-17.82122361,1.096836411,20.59683161,7.245515464,3.978719456,-20.42837239,11.63947065,12.58674537
0.54,1.511558948,5.3655092,21.89886977,14.64857936,1000,17.94324393,-18.3709211,-31.48861129,1000,-19.45397747,1.09790104,20.24359854,7.422707227,3.302937619,-20.16668546,12.87210685,11.96718949
0.545,1.479253872,5.407065906,21.49922518,14.07349402,1000,16.67790169,-18.04927932,-32.52879281,1000,-21.21266024,1.117959526,19.87217711,7.585951479,2.610547479,-19.83897399,14.20346042,11.2499315
0.55,1.452429829,5.44553322,21.09553436,13.49499266,1000,15.41424675,-17.655287,-33.5937751,1000,-23.09697306,1.158902145,19.49386489,7.749385926,1.922354983,-19.44504362,15.6329666,10.43347834
0.555,1.431676539,5.481175597,20.70107529,12.91056104,1000,14.16974465,-17.18875711,-34.68038968,1000,-25.10363551,1.221039792,19.12120716,7.928792665,1.258592556,-18.98515348,17.15818688,9.518498459
0.56,1.417073089,5.514575789,20.32837038,12.31740992,1000,12.95993519,-16.65072657,-35.78435644,1000,-27.22587156,1.303243061,18.76637412,8.139516749,0.6379419411,-18.46019668,18.7745969,8.508217485
0.565,1.408309093,5.546598256,19.98724525,11.71281175,1000,11.79836146,-16.04344587,-36.90021372,1000,-29.45301804,1.403351454,18.43911511,8.394115381,0.07706640267,-17.87181212,20.47557688,7.408760036
0.57,1.404744968,5.578302666,19.68299039,11.09451325,1000,10.69655396,-15.37025283,-38.02132664,1000,-31.77032113,1.51856907,18.14488261,8.700036881,-0.4098846136,-17.22233187,22.25257484,6.22936607
0.575,1.405393471,5.61084825,19.41514422,10.46122142,1000,9.663823946,-14.635376,-39.13997318,1000,-34.1588902,1.64568199,17.88366568,9.057892119,-0.8120172075,-16.5145891,24.09538302,4.982501026
0.58,1.408869513,5.645396924,19.17737355,9.812975041,1000,8.707029457,-13.84369641,-40.24750711,1000,-36.59591172,1.781097464,17.64996073,9.460992314,-1.122323934,-15.75165767,25.99248127,3.68374381
0.585,1.413355466,5.683021094,18.95874536,9.151182428,1000,7.830541044,-13.00048986,-41.33461082,1000,-39.05503141,1.920795174,17.43412129,9.896643551,-1.337762202,-14.93658788,27.93143083,2.351545673
0.59,1.416633963,5.724613715,18.74602976,8.478384125,1000,7.036286564,-12.11118814,-42.39158241,1000,-41.50708139,2.060333348,17.22467387,10.34875852,-1.458964769,-14.07222275,29.89922745,1.006612051
0.595,1.416228811,5.770804234,18.52614875,7.797874609,1000,6.323885933,-11.18118373,-43.40863854,1000,-43.92087382,2.195021685,17.01066555,10.80075175,-1.489708646,-13.16115345,31.88258722,-0.328849735
0.6,1.409643142,5.821885416,18.28809439,7.113405582,1000,5.6908468,-10.21567699,-44.37621354,1000,-46.26376948,2.320264738,16.78338688,11.23779797,-1.436398995,-12.20580133,33.8681759,-1.631735
0.605,1.394646925,5.877758431,18.02395812,6.429056677,1000,5.132901858,-9.21959152,-45.28529388,1000,-48.50246863,2.431998893,16.53714195,11.64800665,-1.307577741,-11.20860965,35.8428041,-2.878887283
0.61,1.369551212,5.937900606,17.72914161,5.749155024,1000,4.644469984,-8.197559866,-46.12777102,1000,-50.60377512,2.527108375,16.26917377,12.02270229,-1.113359508,-10.1722928,37.79359815,-4.047877065
0.615,1.333394215,6.001363709,17.40198883,5.078123574,1000,4.219147649,-7.153964291,-46.89672533,0,-52.53538629,2.603709672,15.9790597,12.35616718,-0.8647693538,-9.100055492,39.70812153,-5.117750787
0.62,1.286023834,6.066809009,17.04306173,4.420245279,1000,3.850172888,-6.093048431,-47.58661504,0,-54.26715901,2.661234183,15.66783069,12.64508747,-0.5730281246,-7.99579077,41.57442851,-6.070083964
0.625,1.228085972,6.132573386,16.65427042,3.779397931,1000,3.530774841,-5.01906367,-48.19333767,0,-55.77291536,2.700323332,15.33703494,12.88787468,-0.2489288965,-6.864240767,43.38105339,-6.890267534
0.63,1.160935698,6.196761217,16.23811994,3.158814484,1000,3.254361627,-3.936382543,-48.71416932,0,-57.03269337,2.722575723,14.98801394,13.08408862,0.09759324785,-5.711068126,45.11700536,-7.568825427
0.635,1.086492059,6.257343376,15.79724353,2.560895635,1000,3.014625436,-2.849513929,-49.14758238,0,-58.03495702,2.730239033,14.6215534,13.23412164,0.4577526127,-4.542778518,46.77183642,-8.102354387
0.64,1.007061029,6.312244256,15.33421229,1.987106373,1000,2.805637313,-1.762991812,-49.49294938,0,-58.7780577,2.725923527,14.23787614,13.33910823,0.8241091348,-3.366466903,48.33580656,-8.49371469
0.645,0.9251496275,6.359411589,14.85149389,1.437970617,1000,2.621959248,-0.6812041028,-49.75015903,0,-59.27008265,2.712395538,13.83682047,13.40091267,1.190684041,-2.189462292,49.80005531,-8.751092022
0.65,0.8432898725,6.396870436,14.35143716,0.9131490526,1000,2.458697577,0.3917620791,-49.91927422,0,-59.5266992,2.692435716,13.4180493,13.42207389,1.552932749,-1.01896559,51.15674887,-8.88582968
